1325,496.314,288.647,1450,126,423,556,326,119,42,38,23,12,20,10,10,13,10,5,3,4,6,6,4,9,1,4,5,4,5,3,4,7,3,3,1,0,0,3,3,1,3,1,2,1,2,2,1,1,3,3,1,2,1,3,3,1,3,0,1,1,4,3,2,2,3,1,4,1,2,3,4,4,2,4,3,3,3,4,4,5,2,1,1,6,4,2,3,2,3,4,7,8,6,6,8,7,9,13,12,8,9,12,10,11,12,12,8,13,4,11,7,4,4,9,9,7,4,4,7,2,3,3,5,6,3,3,1,3,3,1,4,1,2,1,3,2,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,515.06,297.044,1550,115,209,337,182,121,85,59,48,33,37,37,20,17,18,13,9,7,6,8,11,9,8,8,12,7,10,7,5,6,7,4,9,7,1,8,4,6,3,4,3,4,2,3,4,6,4,5,3,2,4,7,1,1,4,5,4,1,2,1,2,3,4,0,5,9,3,4,3,1,3,1,3,4,2,2,9,8,3,4,1,12,1,9,8,6,12,10,13,11,10,5,11,13,14,13,19,16,14,17,15,20,14,22,12,23,21,18,22,18,13,10,13,13,20,10,16,14,11,8,11,7,7,5,9,7,3,3,3,2,1,3,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,516.533,379.224,1750,35,190,293,401,214,124,59,34,36,31,24,21,17,17,13,12,10,10,9,7,7,6,7,3,10,4,5,4,3,3,3,4,6,3,6,6,2,3,1,6,3,2,1,2,0,2,2,2,4,1,1,2,3,1,0,3,1,2,0,2,7,1,2,2,4,3,1,2,3,3,1,2,4,3,2,6,2,1,4,4,1,5,6,3,4,3,4,6,7,6,4,12,10,12,11,10,11,18,16,17,22,10,16,15,18,18,15,24,15,15,14,14,13,13,18,10,15,8,8,7,8,6,4,4,1,2,3,2,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,463.742,322.617,1600,404,421,542,170,57,33,26,14,8,12,6,8,8,7,6,1,8,4,1,3,4,1,4,5,2,6,4,4,2,1,3,1,3,2,0,0,2,6,2,2,2,2,0,1,2,1,3,3,2,0,1,3,1,3,2,3,3,2,0,1,3,1,2,2,2,4,1,5,4,4,6,5,2,4,4,0,6,6,5,6,8,3,4,8,12,10,7,9,14,9,10,15,15,10,12,15,10,9,9,9,13,6,13,16,8,8,9,8,4,10,5,8,3,1,5,3,4,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,496.314,315.6,1450,126,423,556,326,119,42,38,23,12,20,10,10,13,10,5,3,4,6,6,4,9,1,4,5,4,5,3,4,7,3,3,1,0,0,3,3,1,3,1,2,1,2,2,1,1,3,3,1,2,1,3,3,1,3,0,1,1,4,3,2,2,3,1,4,1,2,3,4,4,2,4,3,3,3,4,4,5,2,1,1,6,4,2,3,2,3,4,7,8,6,6,8,7,9,13,12,8,9,12,10,11,12,12,8,13,4,11,7,4,4,9,9,7,4,4,7,2,3,3,5,6,3,3,1,3,3,1,4,1,2,1,3,2,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,515.06,304.883,1550,115,209,337,182,121,85,59,48,33,37,37,20,17,18,13,9,7,6,8,11,9,8,8,12,7,10,7,5,6,7,4,9,7,1,8,4,6,3,4,3,4,2,3,4,6,4,5,3,2,4,7,1,1,4,5,4,1,2,1,2,3,4,0,5,9,3,4,3,1,3,1,3,4,2,2,9,8,3,4,1,12,1,9,8,6,12,10,13,11,10,5,11,13,14,13,19,16,14,17,15,20,14,22,12,23,21,18,22,18,13,10,13,13,20,10,16,14,11,8,11,7,7,5,9,7,3,3,3,2,1,3,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,516.533,301.711,1750,35,190,293,401,214,124,59,34,36,31,24,21,17,17,13,12,10,10,9,7,7,6,7,3,10,4,5,4,3,3,3,4,6,3,6,6,2,3,1,6,3,2,1,2,0,2,2,2,4,1,1,2,3,1,0,3,1,2,0,2,7,1,2,2,4,3,1,2,3,3,1,2,4,3,2,6,2,1,4,4,1,5,6,3,4,3,4,6,7,6,4,12,10,12,11,10,11,18,16,17,22,10,16,15,18,18,15,24,15,15,14,14,13,13,18,10,15,8,8,7,8,6,4,4,1,2,3,2,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,463.742,332.532,1600,404,421,542,170,57,33,26,14,8,12,6,8,8,7,6,1,8,4,1,3,4,1,4,5,2,6,4,4,2,1,3,1,3,2,0,0,2,6,2,2,2,2,0,1,2,1,3,3,2,0,1,3,1,3,2,3,3,2,0,1,3,1,2,2,2,4,1,5,4,4,6,5,2,4,4,0,6,6,5,6,8,3,4,8,12,10,7,9,14,9,10,15,15,10,12,15,10,9,9,9,13,6,13,16,8,8,9,8,4,10,5,8,3,1,5,3,4,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,496.314,307.393,1450,126,423,556,326,119,42,38,23,12,20,10,10,13,10,5,3,4,6,6,4,9,1,4,5,4,5,3,4,7,3,3,1,0,0,3,3,1,3,1,2,1,2,2,1,1,3,3,1,2,1,3,3,1,3,0,1,1,4,3,2,2,3,1,4,1,2,3,4,4,2,4,3,3,3,4,4,5,2,1,1,6,4,2,3,2,3,4,7,8,6,6,8,7,9,13,12,8,9,12,10,11,12,12,8,13,4,11,7,4,4,9,9,7,4,4,7,2,3,3,5,6,3,3,1,3,3,1,4,1,2,1,3,2,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,463.742,308.964,1600,404,421,542,170,57,33,26,14,8,12,6,8,8,7,6,1,8,4,1,3,4,1,4,5,2,6,4,4,2,1,3,1,3,2,0,0,2,6,2,2,2,2,0,1,2,1,3,3,2,0,1,3,1,3,2,3,3,2,0,1,3,1,2,2,2,4,1,5,4,4,6,5,2,4,4,0,6,6,5,6,8,3,4,8,12,10,7,9,14,9,10,15,15,10,12,15,10,9,9,9,13,6,13,16,8,8,9,8,4,10,5,8,3,1,5,3,4,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,496.314,298.208,1450,126,423,556,326,119,42,38,23,12,20,10,10,13,10,5,3,4,6,6,4,9,1,4,5,4,5,3,4,7,3,3,1,0,0,3,3,1,3,1,2,1,2,2,1,1,3,3,1,2,1,3,3,1,3,0,1,1,4,3,2,2,3,1,4,1,2,3,4,4,2,4,3,3,3,4,4,5,2,1,1,6,4,2,3,2,3,4,7,8,6,6,8,7,9,13,12,8,9,12,10,11,12,12,8,13,4,11,7,4,4,9,9,7,4,4,7,2,3,3,5,6,3,3,1,3,3,1,4,1,2,1,3,2,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,463.742,295.135,1600,404,421,542,170,57,33,26,14,8,12,6,8,8,7,6,1,8,4,1,3,4,1,4,5,2,6,4,4,2,1,3,1,3,2,0,0,2,6,2,2,2,2,0,1,2,1,3,3,2,0,1,3,1,3,2,3,3,2,0,1,3,1,2,2,2,4,1,5,4,4,6,5,2,4,4,0,6,6,5,6,8,3,4,8,12,10,7,9,14,9,10,15,15,10,12,15,10,9,9,9,13,6,13,16,8,8,9,8,4,10,5,8,3,1,5,3,4,2,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,288.647,315.6,1325,156,500,571,346,72,27,27,18,13,15,5,9,8,6,4,5,5,3,9,5,6,3,1,3,9,5,4,7,1,4,3,4,8,2,3,2,5,2,3,5,2,9,6,4,6,4,8,4,6,11,9,10,13,9,19,18,16,24,16,22,20,23,16,13,9,9,13,4,7,6,12,4,9,7,6,4,9,4,1,2,3,4,2,0,0,0,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,297.044,304.883,1402,143,274,393,218,116,77,65,25,37,22,23,19,15,13,9,14,9,8,6,8,6,4,5,11,5,9,7,7,4,3,11,7,3,7,5,1,8,4,6,9,5,9,7,10,7,11,11,11,11,13,22,19,24,25,17,25,25,35,33,31,26,29,29,27,32,37,23,22,14,25,18,13,9,6,4,5,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
